STRIP1	1	110031576	110054641
SLC6A17	1	110150493	110202201
KCNC4	1	110210313	110234044
RBM15-AS1	1	110286375	110339171
RBM15	1	110339376	110346675
SLC16A4	1	110362850	110391082
LAMTOR5	1	110401254	110407924
KCNA2	1	110593579	110631440
KCNA3	1	110653560	110674940
CD53	1	110871198	110899936
LRIF1	1	110947189	110963944
DRAM2	1	111117162	111140216
CEPT1	1	111139382	111185104
DENND2D	1	111185968	111204538
CHI3L2	1	111227658	111243440
CHIA	1	111290850	111320563
OVGP1	1	111414318	111427735
WDR77	1	111439889	111449308
ATP5PB	1	111449463	111462773
TMIGD3	1	111483347	111564003
ADORA3	1	111499428	111503633
RAP1A	1	111542008	111716695
LINC01160	1	111599006	111608318
INKA2	1	111722063	111755797
DDX20	1	111755900	111768000
KCND3	1	111770663	111989668
LINC01750	1	111990535	111998841
